#,Company Name,Status,Location,Verified,Where to apply,Roles,Job Type,Industry,Remarks
2547,Techesta,Hiring,Surat,No,httpswww.linkedin.comj,Wordpress Developer,Full-Time,IT Infrastucture,
2548,TechGenies,Hiring,Gurgaon,No,httpswww.linkedin.comj,Senior Full Stack De,Full-Time,IT Infrastucture,
2549,Techgentsia Software Technol,Hiring,Kochi,Yes,httpswww.linkedin.comj,Junior Software Engi,Full-Time,Information Technology,
2550,tecHindustan,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,Shopify developer,Full-Time,IT Infrastructure,
2551,Techmatters Technologies,Hiring,Noida,No,httpswww.linkedin.comj,Front End Developer,Full-Time,IT Infrastucture,
2552,Technicolor,Hiring,Bengaluru,No,httpswww.linkedin.comj,HRIS Manager - SAP,Full-Time,Media & Entertainment,
2553,Technix Infotech LLP,Hiring,Delhi,No,httpswww.linkedin.comj,Android Developer,Full-Time,IT Infrastucture,
2554,Techno-Comp Computer Serv,Hiring,Hyderabad,,httpstccomputerservices.,,Full-Time,Information Technology,
2555,Technovert,Hiring,Hyderabad,No,httpswww.linkedin.comj,Inside Sales Executive,Full-Time,IT Infrastucture,
2556,Techolution,Layoffs,Hyderabad,,,,,Information Technology,
2557,TechShu.com,Hiring,Kolkata,No,httpswww.linkedin.comj,Senior Digital Marke,Full-Time,Marketing & Advertising,
2558,Techsolution,Hiring,Hyderabad,No,httpswww.linkedin.comj,UX Designer- Lead,Full-Time,IT Infrastructure,
2559,TechVerito,Hiring,Pune,No,httpswww.linkedin.comj,Java Developer,Full-Time,IT Infrastucture,
2560,Techwingsys,Hiring,Ernakulam,No,httpswww.linkedin.comj,HR Specialist,,Information Technology,Company is shutting down
2561,Techxhub,Hiring,Mumbai,No,httpswww.linkedin.comj,Country Manager- I,Full-Time,,
2562,Tedroox Technologies,Hiring,Bengaluru,,httpswww.hirist.comjful,Frontend & Backen,,,
2563,TEDxGateway,Hiring,Mumbai,,httpsjobs.gohire.ioteam,Digital Marketing Ex,Full-Time,Media & Entertainment,We are looking for experie
2564,TEDxGateway,Hiring,Mumbai,,httpsjobs.gohire.ioteam,Logistics Manager,Full-Time,,
2565,Tejas Networks,Hiring,Bengaluru,No,httpswww.linkedin.comj,FPGA Design Engine,,,
2566,TekSystems,Layoffs,Bengaluru,,,,,IT Infrastructure,
2567,Tektronix,Hiring,Bengaluru,No,httpswww.linkedin.comj,Lead Software Engin,Full-Time,Manufacturing,
2568,Telangana Govt,Hiring freeze,India,,,,,Government,Salary cuts upto 50% for e
2569,Telcovas Solutions & Services ,Hiring,Delhi,No,httpswww.linkedin.comj,Senior Java Developer,Full-Time,Telecom,
2570,Teleperformance,Hiring,Indore,No,httpswww.linkedin.comj,Customer Care Exec,Full-Time,BPO  ITES,
2571,Teleperformance,Hiring,Indore,,swati.shrivastava@teleperf,Customer Care Exec,Full-Time,BPO  ITES,
2572,Teletext India Limited,Hiring,Chennai,No,httpswww.linkedin.comj,HR Operations Advi,,,
2573,Telliant Systems,Hiring,Chennai,No,httpswww.linkedin.comj,Full Stack Developer,Full-Time,,
2574,Telligent Support LLP,Hiring,Bengaluru,No,httpswww.linkedin.comj,Business Developm,Full-Time,BPO  ITES,
2575,Telstra,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Technology S,Full-Time,Telecom,
2576,Telyport,Hiring,Bengaluru,No,httpswww.linkedin.comj,Android Developer,Full-Time,Logistics & Supply Chain,
2577,Temenos,Hiring,Chennai,No,httpswww.linkedin.comj,Java Developer,Full-Time,Business Software,
2578,Tenantbase,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Executive Tal,Full-Time,Construction,
2579,TEOCO,Hiring,Gurgaon,No,httpswww.linkedin.comj,Sr. Product Engineer,Full-Time,Telecom,
2580,Teradata,Hiring,Bengaluru, Pune,,,httpscareers.teradata.co,,,Business Software,
2581,Terapact,Hiring,Bengaluru,No,httpswww.linkedin.comj,Shopify Developer,Full-Time,Consumer Services,
2582,Terawe Corporation,Hiring,Bengaluru,No,httpswww.linkedin.comj,BD Executive,,,
2583,Tesco,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Data Scientist,Full-Time,Retail,
2584,Tesco Bengaluru,Hiring,Bengaluru,No,httpswww.linkedin.comj,Employee Relations ,Full-Time,Retail,
2585,Tesla,Hiring,(Remote),No,httpswww.linkedin.comj,Business Analyst – D,Full-Time,Travel & Transportation,
2586,Tessolve,Hiring,Bengaluru,No,httpswww.linkedin.comj,Test Engineer,Full-Time,Engineering,
2587,Test & Verification Solutions,Hiring,Noida,No,httpswww.linkedin.comj,Application Develop,Full-Time,Engineering,
2588,Test and Verification Solutions,Hiring,Noida,Yes,httpswww.linkedin.comj,Software Developer,Full-Time,Engineering,
2589,Test Page,Hiring,Bengaluru,No,httpswww.linkedin.comj,Staff Software Engin,Full-Time,Information Technology,
2590,Test123,Hiring freeze,Pune,,,,,Education Tech,
2591,Tetra Tech,Hiring,Delhi,Yes,httpswww.linkedin.comj,Deputy Chief of Part,Full-Time,Engineering,
2592,Texas Instruments,Hiring,Bengaluru,No,httpswww.linkedin.comj,RTL Design Engineers,,Engineering,
2593,Texport Industries Pvt Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,VP-HR,,,
2594,Text Mercato Solutions Pvt ,Layoffs,Bengaluru,,,,,Business Software,
2595,Text Mercato Solutions Pvt Ltd,Layoffs,Bengaluru,,,,,Business Software,
2596,Text Mercato Solutions Pvt Ltd,Layoffs,Bengaluru,,,,,Business Software,
2597,Thakral One,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Java Developer,Full-Time,,
2598,Thakur Publishers,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Software developer,Full-Time,Education,
2599,The 3C Company,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Developer,Full-Time,Real Estate,
2600,The Akshaya Patra Partnerships,Hiring,Bengaluru,No,httpswww.linkedin.comj,Corporate Partnersh,,,
2601,The Big Stack,Hiring,Delhi,No,httpswww.linkedin.comj,Sales Executive,Full-Time,Others,
2602,The Business Year,Hiring,Delhi,No,httpswww.linkedin.comj,Country Editor,Full-Time,Publishing,
2603,The Citco Group Limited,Hiring,Pune,No,httpswww.linkedin.comj,Fund Services Super,Full-Time,Financial Services,
2604,The Climate Corporation,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Business Software,
2605,The Coca-Cola Company,Hiring,Bengaluru,No,httpswww.linkedin.comj,Team Leader- Data ,Full-Time,Food & Beverages,
2606,The Coders Nation,Hiring,Bengaluru,No,httpswww.linkedin.comj,Full Stack Engineer,,Education,
2607,The Depository Trust & Cleari,Hiring,Chennai,No,httpswww.linkedin.comj,Senior Infrastructure,Full-Time,Financial Services,
2608,The Economist Intelligence Unit,Hiring,Gurgaon,No,httpswww.linkedin.comj,Product Specialist,Full-Time,Information Technology,
2609,The Edge,Hiring,Bengaluru,No,httpswww.linkedin.comj,SAP Transfromation,,Financial Services,
2610,The Esports Club,Hiring,Bengaluru,No,httpswww.linkedin.comj,Operations Manager,Full-Time,Others,
2611,The Fifth Ventricle,Hiring,Vadodara,No,httpswww.linkedin.comj,Flutter Developer,Full-Time,Information Technology,
2612,The Global Green Company Li,Hiring,Gurgaon,No,httpswww.linkedin.comj,Backend Developer,Full-Time,Food & Dining,
2613,The Glove,Hiring,Bengaluru,No,httpswww.linkedin.comj,Developer,,,
2614,The Goodyear Tire & Rubber ,Hiring,Faridabad,No,httpswww.linkedin.comj,Area Manager,Full-Time,Automotive,
2615,The Great Eastern Shipping C,Hiring,Worli,No,httpswww.linkedin.comj,Fleet Personnel Man,,,
2616,The Headhunter's Company,Hiring,Bengaluru,No,httpswww.linkedin.comj,UX Designer,,,
2617,The Heritage School,Hiring,Delhi,No,httpswww.linkedin.comj,PSM-Executive,Full-Time,Education,
2618,The Hive Collaborative Works,Hiring,Mumbai,No,httpswww.linkedin.comj,General Manager- P,Full-Time,Real Estate,
2619,The Installers,Hiring,Hyderabad,No,httpswww.linkedin.comj,Business Developm,Full-Time,Consumer Services,
2620,The Jurists,Hiring,Gurgaon,No,httpswww.linkedin.comj,Product Specialist,Full-Time,Legal,
2621,the LEGO Group,Hiring,Mumbai,No,httpswww.linkedin.comj,Sr. Customer Service,Full-Time,Consumer Goods,
2622,The Money Roller,Hiring,Delhi,No,httpswww.linkedin.comj,Digital Marketing M,,Financial Services,
2623,The New India Assurance Co ,Hiring,Pune,No,httpswww.linkedin.comj,HRIR Manager,Full-Time,Financial Services,
2624,The Plum Tree Group,Hiring,Chennai,No,httpswww.linkedin.comj,Sr. PHP Developer ,Full-Time,Marketing & Advertising,
2625,The Printers Mysore,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Manager,Full-Time,Media & Entertainment,
2626,The Skin Store,Hiring,Bengaluru,No,httpswww.linkedin.comj,Brand Manager,Full-Time,Retail,
2627,The Startup Lab,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Social Media Market,Internship,Marketing & Advertising,
2628,The State Trading Corporatio,Hiring,Hyderabad,No,httpswww.linkedin.comj,Data Governance Re,Full-Time,Trade,
2629,The Taste Company,Hiring,Mumbai,No,httpswww.linkedin.comj,International Sales ,Full-Time,Food Processing,
2630,The Times of India,Layoffs,India,,,,,,
2631,The Wadhwani Institute for Ar,Hiring,Mumbai,,httpswww.wadhwaniai.or,Senior Design Resea,Full-Time,Others,Please apply directly throu
2632,The Wadhwani Institute for Ar,Hiring,Mumbai,,httpswww.wadhwaniai.or,Multiple Roles,Full-Time,Education Tech,
2633,TheNudge Foundation,Hiring,Bengaluru,No,httpswww.linkedin.comj,Chief Executive Offic,,,
2634,thedocweb.com,Hiring,Gurgaon,No,httpswww.linkedin.comj,Front End Developer,Full-Time,IT Infrastructure,
2635,TheMathCompany,Hiring,Bengaluru,,httpsthemathcompany.c,Data Engineering - ,Full-Time,KPO  Research Analytics,
2636,TheraTraQ,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Research Analyst,Full-Time,Pharmaceutical,
2637,Think Design Collaborative,Hiring,Bengaluru,No,httpswww.linkedin.comj,Frontend Developer,Full-Time,Creative Arts  Design,
2638,Think Future Technologies,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Senior Software Eng,Full-Time,IT Infrastructure,
2639,Think Real Ventures,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Front End Developer,Full-Time,Real Estate,
2640,Thinkify Labs,Hiring,Bengaluru,No,httpswww.linkedin.comj,Front End Developer,Full-Time,IT Infrastucture,
2641,Thomas Cook,Hiring freeze,Mumbai,,,,,Travel & Transportation,Paycut across the board.
2642,Thotaka Tekhnologies India (P,Hiring,Telangana,Yes,httpswww.linkedin.comj,Python Developer,Full-Time,Engineering,
2643,ThoughtFocus,Hiring,Bengaluru,No,httpswww.linkedin.comj,AEM Developer,Full-Time,IT Infrastucture,
2644,Tibarumal Gems & Jewels,Hiring,Hyderabad,No,httpswww.linkedin.comj,Digital Marketing Di,,Retail,
2645,Tide,Hiring,Hyderabad,,Check out this job at Tide ,,,Financial Services,
2646,Tiger Analytics,Hiring,Chennai,,httpswww.tigeranalytics.,Director – Business ,Full-Time,KPO  Research Analytics,Hiring across multiple level
2647,Tik Tok,Layoffs,,,,,,,
2648,Tikona,Hiring,Delhi,No,httpswww.linkedin.comj,HR Executive,,IT Infrastructure,
2649,TikTok,Hiring,Gurgaon,No,httpswww.linkedin.comj,HR Operations Spec,Full-Time,Information Technology,
2650,Time Analytic & Shared Servic,Hiring,Gurgaon,No,httpswww.linkedin.comj,AssociateSenior As,Full-Time,Publishing,
2651,Times Internet,Hiring freeze,,,,,,Financial Services,
2652,Tirumala Seven Hills,Hiring,Kolkata,No,httpswww.linkedin.comj,SCM Executiveman,Full-Time,Telecom,
2653,TiVo,Hiring,Bengaluru,No,httpswww.linkedin.comj,Staff Engineer,Full-Time,Consumer Tech,
2654,TLC Relationship Management,Hiring,Delhi,No,httpswww.linkedin.comj,Product Manager,Full-Time,Hospitality,
2655,TMF Group,Hiring,Mumbai,No,httpswww.linkedin.comj,Assistant Manager- ,Full-Time,Financial Services,
2656,TMI Ikiloop,Hiring,Mumbai,No,httpswww.linkedin.comj,Manager- Risk Policy,Full-Time,Information Technology,
2657,TO THE NEW,Hiring freeze,Delhi,,,,,Information Technology,I work in the company. CE
2658,Toddle,Hiring freeze,Bengaluru,,,,,Education Tech,
2659,Tone Tag,Hiring freeze,India,,,,,Retail,
2660,Toolagen,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Developer,Full-Time,Business Software,
2661,Top India Logistics,Hiring,Pune,,httpswww.linkedin.comc,Operations Manager,Full-Time,Logistics & Supply Chain,
2662,TopHire Group Inc,Hiring,Mumbai,No,httpswww.linkedin.comj,HR Intern,Internship,Marketing & Advertising,
2663,TopHire.co,Hiring freeze,Bengaluru, Mum,,,,,HR Tech,
2664,Toppr technologies pvt ltd,Hiring freeze,Mumbai, Hydera,,NA,,,Education Tech,NA
2665,TotalCloud Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,UI DesginerVisual ,Full-Time,,
2666,Totality Corp,Hiring,Gurgaon,No,httpswww.linkedin.comj,UI Designer,,Media & Entertainment,
2667,Toyota Connected,Hiring,Chennai,,httpstoyotaconnected.co,Head of Operations,,Full-Time,Automotive,
2668,TOYOTA Connected India Pvt ,Hiring,Chennai,No,httpswww.linkedin.comj,Senior Product Owner,Full-Time,Information Technology,
2669,TraceLink,Hiring,Pune,No,httpswww.linkedin.comj,Senior Product Man,,Business Software,
2670,Traction on Demand,Hiring freeze,Jaipur,,,,,Consumer Tech,
2671,Trademo,Hiring,Gurgaon,No,httpswww.linkedin.comj,Lead Software Engin,Full-Time,Business Software,
2672,Trading game strong,Hiring,New delhi,,info@tradinggamestrong,Affiliates,,Consulting & Services,
2673,Trafigura,Hiring,Mumbai,No,httpswww.linkedin.comj,Payroll Manager,,Financial Services,
2674,Traid Square,Hiring,Pune,,httpswww.hirist.comjin,Incident Lead Engin,,,
2675,Trans Union,Hiring,Mumbai,No,httpswww.linkedin.comj,AVP, Business Opera,Full-Time,IT Infrastucture,
2676,Transak,Hiring,Bengaluru,No,httpswww.linkedin.comj,Backend Developer,,Financial Services,
2677,Transchamp,Hiring,Gurgaon,No,httpswww.linkedin.comj,Frontend SDE (IIIIII),Full-Time,Media & Entertainment,
2678,TransCloud Labs,Hiring,Chennai,,httpswww.linkedin.comc,Associate Cloud Eng,Full-Time,Productivity Software,
2679,Trantor,Hiring,Chandigarh,No,httpswww.linkedin.comj,API Developer,Full-Time,IT Infrastucture,
2680,Tranzo Digital Services,Hiring freeze,India,,httpswww.linkedin.comc,,,Business Software,Actively hiring for GoLang 
2681,Tranzon Digital Services,Hiring,Chennai, India,,hello@tranzo.ai,,,Business Software,Actively hiring for GoLang 
2682,Tranzon Digital Services,Hiring,Chennai, India,,hello@tranzo.ai,,,Business Software,Actively hiring for GoLang 
2683,Travclan,Hiring,Delhi,,httpsgrow.travclan.com,Account Manageme,Full-Time,Travel & Transportation,Hiring for backend
2684,Travel Triangle,Layoffs,Gurgaon,,,,,,
2685,Travel Triangle,Layoffs,Gurugram,,,,,Tourism,
2686,Traveloka,Layoffs,Indonesia,,,,,,
2687,Travelxp.com,Hiring freeze,Mumbai,,,React JS Developer,Full-Time,Tourism,
2688,Travelyaari,Layoffs,Bengaluru,,,,,Travel & Transportation,
2689,Traxcn,Hiring,India,,httpswww.linkedin.comc,Product Manager, A,Full-Time,Business Software,
2690,Tredence,Hiring freeze,,,,,,KPO  Research Analytics,
2691,Tredence Analytics,Hiring freeze,Bengaluru,,,,,KPO  Research Analytics,Most part of the organisati
2692,Treebo,Layoffs,Bengaluru, Delhi,,,,,Hospitality,Forcing to take voluntary r
2693,Treflo,Hiring,Bengaluru,No,httpswww.linkedin.comj,Business Developm,Full-Time,E-Commerce,
2694,Trek Bicycle,Hiring,Gurgaon,No,httpswww.linkedin.comj,HR Associate,,,
2695,Trek Bicycle Corporation,Hiring,Gurugram,No,httpswww.linkedin.comj,HR Associate,Full-Time,IT Infrastucture,
2696,Treselle Systems,Hiring,Mumbai,No,httpswww.linkedin.comj,Mold Design Engine,,,
2697,TresVista,Hiring,Pune,No,httpswww.linkedin.comj,Team Developer,,Financial Services,
2698,Trianz,Hiring,Hyderabad, Ben,,httpswww.linkedin.comc,Delivery Assurance ,Full-Time,Consulting & Services,
2699,Trident Consultancy Services,Hiring,Delhi,No,httpswww.linkedin.comj,Finance Manager,,Construction,
2700,Trident Group,Hiring freeze,India,,,,,Manufacturing,
2701,Trifacta,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Manager,,Productivity Software,
2702,Trigent Software Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Inside Sales,Full-Time,IT Infrastucture,
2703,Trigyn Technologies,Hiring,Mumbai,No,httpswww.linkedin.comj,MOODLE Developer,Full-Time,,
2704,Trikonnect Technologies,Hiring,Bengaluru,No,httpswww.linkedin.comj,Ipad Developer,Full-Time,IT Infrastucture,
2705,Trilogy,Hiring,Remote,No,httpswww.linkedin.comj,Senior Analyst,,Financial Services,
2706,Trimble,Hiring,Chennai,,httpswww.linkedin.comc,Senior SDET Engine,Full-Time,Information Technology,
2707,Trimble Inc,Hiring,Chennai,No,httpswww.linkedin.comj,Lead SDET Engineer,,,
2708,Trinity Mobility,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Manager,,Productivity Software,
2709,Triology,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,FInance Specialist,Full-Time,Financial Services,
2710,TripActions,Layoffs,India,,,,,Travel & Transportation,
2711,Tripeur,Hiring freeze,Bengaluru,,,,,Travel & Transportation,
2712,Tripoto,Hiring freeze,Delhi, India,,,,,Travel & Transportation,
2713,Trodly,Layoffs,Bengaluru,,,,,Travel & Transportation,90% employees get layoffs
2714,Trovend Technology Pvt Ltd,Hiring,Hyderabad,,httpswww.indeed.co.invi,BDM,Full-Time,Information Technology,
2715,Trovend Technology Pvt Ltd,Hiring,Hyderabad,,www.happymindsms.com,AngularJS Developer,Full-Time,Information Technology,
2716,TRU Realty Pvt Ltd,Hiring,Pune,No,httpswww.linkedin.comj,Digital Marketing M,Full-Time,Real Estate,
2717,True Tech Professionals,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,Front End Developer,Full-Time,IT Infrastructure,
2718,True.org Cloud,Hiring,Delhi,No,httpswww.linkedin.comj,Work from home - ,Full-Time,IT Infrastructure,
2719,Trueblue Inc,Layoffs,Tacoma, Wa,,,,,Consumer Services,
2720,Truecaller,Hiring,Bengaluru,No,httpswww.linkedin.comj,Backend Developer,Full-Time,Consumer Tech,
2721,TrueFan,Hiring,Delhi,No,httpswww.linkedin.comj,Software Engineer,,Marketing & Advertising,
2722,Truelyser Biosystems,Layoffs,Bengaluru,,,,,Healthcare,
2723,Truetech Solutions Pvt. Ltd,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,Policy drafter,Full-Time,IT Infrastructure,
2724,TrulyMadly.com,Hiring,Delhi,No,httpswww.linkedin.comj,Product Manager,Full-Time,Consumer Tech,
2725,Trustze,Hiring,Delhi,No,httpswww.linkedin.comj,Android Developer,Full-Time,Information Technology,
2726,Trustze App,Hiring,South Delhi,No,httpswww.linkedin.comj,Social Media Market,Full-Time,Productivity Software,
2727,Truworth Wellness,Hiring,Mumbai,,httpswww.instahyre.com,Dot Net Full Stack D,Full-Time,Healthcare,
2728,Tuebora Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Technical Wri,Full-Time,Business Software,
2729,Tunerlabs,Hiring,Bengaluru,,httpswww.linkedin.comc,Front End Developer,Full-Time,Consulting & Services,
2730,Tuple Technologies,Hiring,Noida,No,httpswww.linkedin.comj,Software Developer,Full-Time,Information Technology,
2731,Turing Academy Co,Hiring,Bengaluru,No,httpswww.linkedin.comj,Graphic Designer,Full-Time,Education,
2732,Turn Key Solutions,Hiring,Gurgaon,No,httpswww.linkedin.comj,Software Developer ,Full-Time,Business Software,
2733,Turningideas Venture,Hiring,Noida,Yes,httpswww.linkedin.comj,Full Stack Engineer,Full-Time,IT Infrastructure,
2734,TURNINGIDEAS VENTURES,Hiring,Noida,Yes,httpswww.linkedin.comj,Full Stack Engineer,Full-Time,IT Infrastructure,
2735,Turtle Limited,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Microsoft Power BI ,Full-Time,IT Infrastructure,
2736,Turtlemint,Hiring freeze,Mumbai,,,,,Financial Services,
2737,Tuskmelon,Hiring,Chennai,Yes,httpswww.linkedin.comj,Web Developer,Full-Time,Marketing & Advertising,
2738,TVFPlay,Layoffs,India,,,,,,
2739,TVS Next,Hiring,Bengaluru,,httpswww.hirist.comjtv,Technical Support E,,,
2740,Twilio Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Information Technology,
2741,Twitter,Hiring,Bengaluru,No,httpswww.linkedin.comj,Manager- Engineeri,Full-Time,Others,
2742,Tyfone Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,Front End Developer,Full-Time,IT Infrastucture,
2743,Typeset,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Designer (U,Full-Time,Productivity Software,
2744,U LAB,Hiring,Gurgaon,No,httpswww.linkedin.comj,ANALYST-HR,Full-Time,IT Infrastructure,
2745,Uber,Hiring freeze,India,,,,,Travel & Transportation,
2746,Uber,Hiring freeze,,,,,,Travel & Transportation,
2747,Ubisoft,Hiring freeze,Pune,,,,,Media & Entertainment,
2748,UBS,Hiring,Pune,No,httpswww.linkedin.comj,Finance Ops Risk M,Full-Time,Financial Services,fb
2749,UCPro,Hiring,Bengaluru,No,httpswww.linkedin.comj,Android Developer,Full-Time,Information Technology,
2750,Udaan,Hiring,Kolkata,,Byjuce,BDE,Full-Time,Ecommerce,I finding new job of . My pr
2751,Udaan.com,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Software Engineer,Full-Time,IT Infrastructure,
